review,sentiment
"The Last Dinosaur is a film that is meant to be fun and exciting. It succeeds at doing both.Maston is a big game hunter who hunts big game(go figure). Owning a company he is planning on going on an expedition with a group of people including a photographer named frankie, a Japanese scientist, a guy who works for his company named Chuck, and an African guy who has aided him on many safari's named Bun Ta. The point is to study what is believed to be Tyrannosaurus Rex, dinosaur that killed the last expedition to the area. They will be getting to this prehistoric area taking a drilling vehicle that travels underwater called the Polar Borer. After getting to the area they soon find the Tyrannosaurus, which Maston tries to shoot but his gun gets jammed. Chuck immediately senses that Maston wanted to hunt the dinosaur all along to add it to his collection of ""Stuffed Animals"". WHile they were away, Tyrannosaurus invades their camp and takes the Polar Borer away from their camp. Upon returning the group realizes that they may be in the area longer than they expected and Maston states that he will kill the Tyrannosaurus.THe story is great for a science fiction film. Drilling to a prehistoric area is something that seems could really happen. The scenery is beautiful and it looks like a place where dinosaurs could still reside.Also I liked the characters in this film. Maston is the typical big time hunter who wants to get anything that could be a trophy kill. Also great was Bun Ta, played by Luther Rackley formerly of the NBA, who really looks and acts like an African tracker. Jackie is the typical female who causes problems for the group and seems to not belong in the wilderness. Chuck is the former employee of Maston who has his view of his boss change when he is in the wild with him.The Tyrannosaurus in this film is one of the best in a film. It stands a little too up-right like Godzilla does and it drags its tail, so it is a guy in a suit. But the suit looks good, especially the head and the tail, and the Tyrannosaurus looks good and very scary. I have seen plenty of other films where dinosaur suits look way worse. Tyrannosaurus in this film sometimes emits a roar sounding like Godzilla's and other times roars like King Kong from ""King Kong Escapes"" and ""King Kong vs Godzilla"". SO a great Tyrannosaurus.There is plenty of action in The Last Dinosaur. Of particular note is a great fight between Tyrannosaurus and Triceratops. Also a great scene where Bun Ta tries to spear the Tyrannosaurus. There are other great parts that I wont give away. You have to see for yourself.I recommend this film to everyone. Watch it and you will not be disappointed.",1
"Most college students find themselves lost in the bubble of academia, cut off from the communities in which they study and live. Their conversations are held with their fellow students and the college faculty. Steven Greenstreet's documentary is a prime example of a disillusioned college student who judges the entire community based on limited contact with a small number of its members.The documentary focused on a small group of individuals who were portrayed as representing large groups of the population. As is usual, the people who scream the most get the most media attention. Other than its misrepresentation of the community in which the film was set, the documentary was well made. My only dispute is that the feelings and uproar depicted in the film were attributed to the entire community rather than the few individuals who expressed them.Naturally it is important to examine a controversy like this and make people aware of the differences that exist between political viewpoints, but it is ridiculous to implicate an entire community of people in the actions of a few radicals.",0
"I have seen this film more then once. Actually El Padrino was one of the best feature films that I have seen in a great deal of time.There was a big cast Jennifer Tilly, Faye Duanway, Brad Dourif, and Damian Chapa who really shined like a real star in this part of Kilo.I heard this film was shot for under two million dollars. I have seen films shot for 33 million that cant compare to the quality and production value.Damian Chapa why are you not getting offers and more film work!!! EXCELLENT JOB!!!!!!!!!! I cant wait to see the sequel, and I hope it has the same action.Jennifer Tilly has made a cult classic character with Sabeva.Damian Chapa moves coolly in every scene much like the movie stars of the 40's and 50's So sick of seeing these non charismatic actors like Ben Stiller getting all of these films when there is talent like this that have something to show. a great film.GO GO GO KICK SOME BUT IN SALES EL PADRINO!!!",1
"I didn't expect much from this, but I have to admit I was rolling on the ground laughing a few times during this film. If you are not grossly offended in the first ten minutes, this might be a film for you. Ditto if you are the type that would enjoy watching Amanda Peet shuffling cards for an hour and a half. It's certainly not a momentous work of comedy, but given the low-budget indy genesis this is masterful. To level the playing field for comparison, imagine all of the studio films with their budgets slashed by a factor of 100 or so and see what you get! Kudos to Peter Cohen and his network for seeing this through. I look forward to his next effort.",1
"I think that this short TV series, was absolutely wonderful, and gave both a in-depth and clear explanation of everything that was on the screen at the given time. This was by far David Attenborough at his best. I personally thought this was one of the best documentaries in the past decade. This is definitely worth peoples money!I also found the bit about the abyss and deep water the most fascinating and interesting part. It was incredible to find out that the 'Blue planet' team discovered more than 10 new species of underwater life! In this documentary Attemborough almost certainly lived up to his high reputation. This was a masterpiece and will always be considered to be one of the best modern documentaries Many congratulation's to the 'Blue planet' team.",1
"Ironically for a play unavailable on film or video for so long, ARMS AND THE MAN has remained fairly constantly available on stage over the years since its debut in 1894 - in no small part because it has aged so well as a solid satire on the nature of heroism and the business of war. Whenever the world sinks into strife, ARMS AND THE MAN seems to soar as ever more timely and relevant.This is the play which Oscar Strauss converted (leaving out most of Shaw's best ideas) into the successful operetta, THE CHOCOLATE SOLDIER (when Hollywood got to *that,* they left out the last vestiges of Shaw rather than pay him for the rights - he was, by then, an Oscar winner in his own right). While the best of Shaw has always been his ideas and his dialogue rather than his bare plots, in ARMS AND THE MAN, the plot sparkles as well and the master manages happy endings for all concerned. Young Raina (Helena Bonham Carter), daughter of an officer and the wealthiest man in her town, is betrothed to a dashing officer in the Bulgarian cavalry and all seems well until a bedraggled Swiss mercenary (Pip Torrens) from the other side climbs up her drainpipe fleeing from the battle where his army has been routed. As usual in a Shaw satire, nothing is as it first appears and societal conventions are stood on their head in the light of simple - and not so simple reason. There are no ""good guys"" or ""bad guys,"" just people of a variety of classes getting by on the best of their wits - just like life only better - and naturally with Shaw, the wit is finely honed from all concerned.The early (1932) motion picture version (from Shaw's own screenplay) of this most traditional and traditionally funny of Shaw's stage satires, and one of his first to make a real hit on this side of the Atlantic, has long been among the missing. Shaw didn't sell the screen-rights to his plays - only licensed them for 5 year periods, and it appeared that with rapidly evolving sound technology making 1932 films look primitive only a few years later, Shaw did not renew the license to show it. Consequently, we're immensely in the BBC's debt for finally putting out their 1987 broadcast version in a DVD box with nine other sparkling plays. (Somewhat sadly, PYGMALION, that many view as Shaw's best, comes off least well on this set in a production with Lynn Redgrave and James Villiers.)Even paired, as it is on its DVD, with the less impressive one act, A MAN OF DESTINY, ARMS AND THE MAN makes for a real treasure.Helena Bonham Carter went on, after cutting her teeth on televised roles like this, to a major film career that will bring many viewers to this early role. They should not be disappointed, for Ms. Carter gives a performance in line with the layered innocence audiences have come to expect from her, but under James Cellan Jones' somewhat pedestrian direction (and despite the BBC's uniformly beautiful and well observed physical production), the role's mischievous fire (and her outrage at being underestimated in the last act) is banked at only about 80% of it's potential. Much the same can be said of the real star of the piece, Pip Torrens, as Bluntschli the ""Switzer."" It's a fine, appealing performance, but doesn't go for the physical comedy implicit in the early scene where the young soldier can barely stay awake despite his mortal peril.These reservations notwithstanding, this is a solid production of a wonderful play transferred to the small screen with aplomb. It deserves to be seen widely and, ideally, prompt an even livelier big screen remake with the style and zest of the recent remake of Wilde's AN IDEAL HUSBAND. Virtually *any* ARMS AND THE MAN is to be cherished, and with a lot of luck perhaps we'll even eventually get to see the original 1932 version. 'Till one or the other surfaces, this production will please anyone who loves good Shaw.",1
"Who won the best actress Oscar for 1933? It should have been Laura Hope Crewes for her magnificent portrayal of the most monstrous mother ever. She truly is one of the great character actresses of all time. She played the frivolous Prudence Duvernoy in ""Camille"" (1936) and her best remembered role is Aunt Pittypat in ""Gone With the Wind"".Irene Dunne was the ""official"" star of the film but her scenes with Laura Hope Crewes were dynamite.David (Joel McCrea) is in Heidelberg when he is offered a job in New York. His wife, Christine (Irene Dunne) can continue her studies at the Rockafellar Centre. Their first stop in America is a visit to David's mother, Mrs. Phelps. To say that Laura Hope Crewes dominates every scene is an under-statement. From her first entrance - in a frantic burst of effort to greet her ""big boy"" - all attention is on her. Even sitting around the tea table, when she forgets Hester's existence, even forgetting how she takes her tea, you know something is not quite right.(Hester has been living there for a while.)Frances Dee is completely sweet and so right in her role as the adorable Hester. Her performance in this film, especially the scene where she has hysterics and the aftermath proves how under-rated as an actress she was.All the young cast are excellent. Eric Linden is superb as Robert, the younger son who comes to the realization that his mother is horrible but can do nothing about escaping from his mother's spell. Joel McCrea, at one point says ""painting roses on bathtubs - that's more your style"". There is a very subtle suggestion in the film of Robert's sexuality.Irene Dunne is excellent in whatever film or genre she tried.",1
"The main character of this sex-filled drivel, Mel (Ethan Hunt), notes on several occasions, ""She deserves better than this!"" The ""she"" he refers to is Ginger, played by beautiful Brandy Davis, who indeed DOES deserve better than this. Brandy deserves better than this film, its lame script, and perverted Mel. A guy who gets off at watching his dream girl have sex with another man, even in virtual world, seriously does not deserve her AT ALL. An A- for the simulated sex scenes, an F for the script.",0
"I should know better. I've seen too many of Rob Lowe's early work to expect anything good from this movie, even if it is about Hockey.Here we have, yet again, another tired sports theme. Kid has potential for greatness, has the apparent to go far if his cocky attitude doesn't screw things up. And, boom, he comes out of it as that helluva player kind of champion. Is that all that can be said of sports movies? Surely, there must be other feats that athletes undertake.Nonetheless, this movie has got to be one of the biggest cheeseballs. Everybody's interactions are just downright silly, and not in a stupid-funny kind of manner. And I can't think of any ancillary qualities that could enliven my position. Not the actors (certainly not Swayze who plays Lowe's reluctant mentor), not the story, not the music, and very little from the skating sequences. Normally, I'm a sucker for 80s movies, even if they do tend to be a little fishy (i.e. North Shore, the Karate Kid), but this doesn't even make for good 80s trash. For a good 80s sports movie, check elsewhere. There's plenty of them out there.",0
"I loved The Real Mc Coys (1957-1963) It is too bad that Lydia Reed has decided to be forgotten and not appear. She was excellent in the show. Of course Walter Brennan was great as well as Tony Martínez. I loved it when he called Amos Señor Grampa.I have purchased Season I on DVD and I cannot wait to buy Seasons 2-6.If only there would be more shows on television like this one, everything would be better. This show appeared briefly in the summer of 1999 but then disappeared. God bless all the departed members of the cast and please,Llydia Reed, make yourself known again to the public. You are loved and respected. The Real Mc Coys will live forever.",1
"I actually saw this movie in the theater back in it's original release. It was painful to watch Peter Sellers embarrass himself so badly. The story was incredibly lame and difficult to follow, and the ending was ridiculous. It was just sad to see how the mighty had fallen. I won't say that I'm a huge Peter Sellers fan, but I did thoroughly enjoy the Pink Panther series and I felt that he gave a strong performance in Being There. But this film should never have been made. From what I've read, he pursued producing this film against the advice of the people around him. Fine, but that still doesn't excuse the studio actually releasing the film.",0
"An accurate review of nuremburg must consider the door to history inadvertently opened with the movie ""valkyrie"" (Tom Cruise). ""Valkyrie"" (2008) at long last tells the world there was a German resistance during world war two professionally organised with bureaucrats, military generals, soldiers and civilians who tried to over throw the Nazi political regime, install a new chancellor, obtain peace and close the concentration camps. However, these unknown absolute heroes received no help at all from the allies who helped the French resistance just next door. History writers have used an institutionalised agenda ever since to conceal an allied evil which cost many tens of millions of lives with everyone conditioned to believe a deception that the German people completely supported the Nazis and consequently deserved the 24 hour bombing genocide and ""unconditional surrender"" that was imposed on the Germans. The German enigma codes were broken by English scientists in 1943 so much of what the Germans were doing was known. During 1943 the Germans developed new jet fighters and jet bombers by companies including Arado, Heinkel and Messerschmitt. However, even if the Nazis were eliminated and the German resistance succeeded the allies wouldn't allow any democracy in the world to have jet fighters, jet bombers, high speed submarines, ballistic missiles and radio guided missiles without the USA having them first! This is where the institutionalised agenda is relevant. Consequently, the German resistance got no help at all from the allies although they always had crucial intelligence to eliminate Adolf Hitler. The 20 July 1944 coup is proof there were significant efforts by the Germans to obtain peace. Instead, the Germans got ultimatums of ""unconditional surrender"" and 24 hour saturation bombing in an agenda to avoid peace. The allies wanted to steal the world's greatest technology and scientists from the Germans and contain complete ownership through an ""unconditional surrender."" It was a premeditated allied agenda to allow the war to perpetuate and keep the Nazis in power to justify the 24 hour bombing but it took one year after d-day before allied armies advanced into Germany to steal the world's greatest technology and scientists at the barrel of a gun. However, tens of millions of people had died since the allies abandoned the German resistance for their own greed. The allies imposed ""unconditional surrender"" on the Germans as a pretext to complete ownership and control of German property and government and it was done without using the German resistance to over throw the Nazis. The allies wanted to steal the world's greatest technology and scientists from the Germans to achieve world technological supremacy. Consequently, everything else took second place to the evil allied agenda which killed millions of German people in the 24 hour bombing; the concentration camps stayed open; the war was prolonged and led to the ""cold war"" with weapons based on German industrial achievements, technology, and scientists taken from the Germans in world war two.The 1946 Nuremburg war crimes trials were a public relations deception and mass murder perpetrated by the allies as retrospective justice to the Nazis. It was a smoke screen to hide the evil and greedy allied agenda for world technological supremacy rather than help the German resistance overthrow the nazi political regime.Tens of millions of people died because the allies abandoned the German resistance to an agenda but they inflicted retribution against the German chiefs of staff anyway whom paid with their lives at Nuremburg war crimes or not although the allies had perpetrated genocide to achieve world technological supremacy.",0
"Good, funny, straightforward story, excellent Nicole Kidman (I almost always like the movies she's in). This was a good ""vehicle"" for someone adept at comedy and drama since there are elements of both. A romantic comedy wrapped around two crime stories, great closing lines. Chaplin, very good here, was also good in another good, but unpopular romantic comedy (""Truth about Cats & Dogs""). Maybe they're too implausible. Ebert didn't even post a review for this. The great ""screwball"" comedies obviously were totally implausible (""Bringing up Baby"", etc.). If you've seen one implausible comedy, you've seen them all? Or maybe people are ready to move on from the 1930s. Weird. Birthday Girl is a movie I've enjoyed several times. Nicole Kidman may be the ""killer app"" for home video.",1
"What about DJ Cash Money??? This film fails in part by not covering the mid to late 80s. There was only a small mention of DJ Cheese in 86.Also, it's Grandmixer ""DST"", not ""DXT""!!!!!",1
"I got lured by the title... I was expecting an insightful and intriguing journey into alcoholism, instead I got a rather boring and uninspiring story about a rowdy Scot.The leading character isn't given much psychological depth, unless you are willing to classify cheesy teen-like poetry as psychology.It was a shame, because the core of the story could have been good, with a better effort to depict the inner feelings of a man who had to live with alcohol and violence since his youth.Sadly, the general idea seems to be more like ""I'm the way I am because that's the way I am"". And the laughingly bad attempt at giving some sort of poetic edge to a lower-class man makes things even worse. Resorting to the overused cliché of the ""poète maudit"" reeks of a quick fix, a cheap way to make a dull movie seem smart, artsy and meaningful.But ""16 years of alcohol"" isn't much smart, artsy or meaningful... The leading character doesn't evolve at all, and the feeble attempt of changing fails without a good explanation. Just like the initial attempt happened rather out of the blue.The movie borrows heavily from classics such as A Clockwork Orange and Trainspotting, but it ultimately fails to recapture their greatness, not even for a few seconds.Jobson put too much emphasis on the artistic side of the story, and neglected the rest, giving us a movie which is pleasant to the eye but insipid to the brain.",0
"This film is so ridiculously idiot that you may actually laugh at it. But no, even this is too much for this lost meters of celluloid. I found it as an offer in a magazine and that's why I've seen it. I regret the time I lost to see this. 1 out of 10 (because they don't have a lower grade).",0
"When I first looked at the back of the cover of this film, it seemed like me and my friends could be looking forward to 82 memorable minutes. And it certainly was memorable. Puckoon was the kind of movie where you keep asking yourself how this was possible. How it was possible that it was released on DVD at all. Out of all of the movies available at the video rental store that night...we might just have picked the worst. And yes, they had Tomb Raider. Absolutely nothing in this movie amused me even slightly. Who came up with the idea that it would be funny if the narrator could change the story by suggestions from the main character? Out of all the stupid things you can totally ruin a movie with, this is now my favourite. The character Foggerty, the village idiot, played by Nickolas Grace is the most annoying character since they started making movies in color. If there is one single movie that you definately not should see this year, please let it be Puckoon, cause I don't think it can be any worse. I still wonder if this just might have been the worst way I have spent my money, and take my word for that I have made many lousy purchases over the years.",0
"It's a funny business, reviewing movies. These days when ""internalized emotions"" and ""emotional detachment"" are favored over straightforward sentimentality, it must be hard to stay faithful to your true feelings.Soon after completing jury duties at the 58th Berlinale, I managed to catch Yoji Yamada's Kabei.After the screening, I watched folks dreamily amble out of the theatre hall, watery-eyed, men, women, and reviewers alike. Even the director of the Berlinale, obviously a hardened viewer of cinema, confessed to having been caught unawares and found himself crying three quarter's way into this unashamedly sentimental experience.But what really surprised me were the reviews that came after. Despite being ineffably moved by the film, many reviewers chose to be tepid and emotionally non-committal in their writing. Apparently, post weeping, they had put on their ""thinking cap"", and consequently, missed out on what I felt was the genius about Kabei.Allow me to explain.Set in pre-war Japan, the story of Kabei revolves around one writer's family, and their fate therein, after he is held in jail for what was described as ""thought crimes"" against the Imperial will. Through a series of protracted emotional scenes, Yamada gets us familiar with the man, his loyal wife and two daughters, as well as three side charactersthe man's pretty young sister, a bumbling ex-student, and a cad of an uncle  all come to help the family cope with their plight, in the absence of the man of the house.The story moves along at a slow albeit steady pace, and heartbreaks occur at precisely the moments everyone is able to predict. This of course makes it near impossible for anyone in the audience to get too emotionally distraught by any dramatic event.In other words, although you learn to love the family and their helpers, and sympathize with their unfortunate situation, you get so lulled by the certainty of the plot that you find yourself expecting a particular kind of ending.However, two hours into the film (don't worry, Yamada provides the viewer with sufficient moments of gravity and levity to tide you along), he slaps you with what I can only describe as ""the sting"". All that you have assumed to be what the story was aboutan innocent man wrenched from his faithful wife and daughters  now suddenly points to one of the family helpers. Someone you have hitherto taken for granted is now thrown into an unexpected twist of fate.At this point, something curious happened in the theatre I was in. Everyone started sobbing with little or no inhibition.""My word!"" I muttered under my breath. It struck me then that ""Kabei"", in the final analysis, was more than a film about a family torn apart by an empire on the verge of war. It was, in fact, a cunning examination of one common human foible: How little we cared about the secret feelings of people who are closest to us.Now, the most common criticism made about the film was that it was technically solid, but lacked innovation. That's what happens when reviewers put on their proverbial thinking cap, I guess. With Kabei, I believe Yoji Yamada knew exactly what trick he was going to employ to touch on one unique aspect of humanity. A wicked old trick he so seamlessly applied in the Tora-san series, and later, in Tasogare Sebei.After lulling the audience into a sort of narrative comfort zone, he throws us into a realm of emotions rarely explored in cinema.This, to me, is the most effective cinematic tool of all. One which avoids detection, but affects you deeply. And proof of its effectiveness was a thousand wet pieces of Kleenex, thrown into a litter bin just outside of that thousand-seater cinema hall.Now if only some reviewers would resist being so caught up with being smart that they forget what cinema is really about. Human emotions. Pure and simple.",1
"This film is terrible. I was really looking forward to it, as I thought ""Lantana"" was great.The following review may contain *spoilers******First, the good things: it looks great, some of the performances are OK. The bad things are everything else about it. The story, as you possibly know, is about some blokes who go fishing and discover a body, with the twist that they find it on Friday but continue fishing and finally report it on Sunday when they get back into mobile (cell phone) range. However the film takes it's time (boy does it take its time) getting to this central event.Of the ensemble of characters (about a dozen), not one seems to like another one (which is, I suppose, consistent, because they are all unlikable). I was extremely frustrated by the failure to adequately explain how the characters are related, and it was not until near the end of the movie that I could vaguely construct the family tree. It's hard to think of a film us unrelentingly grim, which is a failure in the structure of the story, as the character's lives seem just as bad before the fishing trip as after. Once you've set the bar so high, it's hard to up-it short of everyone committing suicide.There are silly lapses in logic. The killer dumps the body in the lake, and then it somehow drifts miles upstream into the mountains. The fishermen walk out Sunday morning, but for some reason Byrne gets home late at night after his wife has gone to bed. Then first thing the next morning the cops bang on the door to get him to come down to the station. Um, they haven't heard of the telephone? Down at the station, the media know the whole story, less than 24 hours after they reported the body?Totally missing from the story is the debate the blokes surely had after they find the body. This is a mystery - everyone asks them ""how could you do that?"" and the audience is asking the same question. (The debate about what to do with the body is the key scene in ""Deliverance""). I know exactly what I'd do in their situation. Someone needs to walk out to the car, drive to mobile range, call the cops, wait, and them guide them back to the location. If the others wait at camp and fish, who cares?A lot of all this just seems false. The only thing that rung true was that, as the girl was black, the local aboriginals seized on the fishermen's actions as racist - ""wouldn't have done it if it was a white girl."" Throughout there is a curious indifference to who might have killed the girl (I think the subject is mentioned once), and there is no mystery, as the audience sees the killer in the opening scene.So I'm sitting there simultaneously bored and confused, when there's a twist - not in the plot, but the theme. Suddenly it becomes about the quiet dignity of the bereaved aboriginals leading to a ludicrous ending with some incoherent stuff about black-white reconciliation. Huh?This is Australian film ""at its finest"", according to The Age.",0
"I thought that i wrote a comment on this movie before, but i can't find it on here. anyway, i am writing it again. I accidentally found this movie from my college's library collections. It was free to watch, so why not.I am certainly glad that I watched it. I love this movie. I have seen a few Russian movies before, most of them have serious topics. I am surprised that this was one a good comedy. I had a great laugh while watching it. and this is a movie that i want to buy. this thing is so funny. and they are not just silly funny, those plots were very original, and well thought, so they don't seem to be silly at all. I am surprised that this movie didn't attract many viewers. This is a classic that you can watch it over and over.those actors were also very authentic, their acting are real, not faked. if you haven't watched it, go get a copy soon! definitely recommended.",1
"A show about an incredibly dumb, man-child and his shrewish hot wife. 99% of the plots revolves around Doug doing something unbelievably stupid and then comes a variable: a) either he hides it from his wife or b) tell his wife, she emasculates him and then it's up to the father-in-law (Arthur: the typecast character from Seinfeld) to aggravate the situation.And the writers dare to say it was influenced by the ""Honeymooners"" (an absolute classic) and that the plots are drawn from real-life situations, unless you live in a cave, you know that's not true.Anyway, let's just put it this way. If Kevin James had been thin, the show would have got canceled fromm the pilot. If you're 12, or you're fond of fat jokes.. be my guest, watch this show (or any of Kevin James movies for that matter).I've noticed some posters compare this travesty to much superior shows like Friends, Seinfeld and Everybody Loves Raymond -- I'm still wondering how could anyone do that",0
"This is a great ""small"" film. I say ""small"" because it doesn't have a hundred guns firing or a dozen explosions, as in a John Woo film. Great performances by Roy Scheider and the three ""bad guys"". John Frankenheimer seems to have more luck with small productions these days. The film is very easy to watch, the story is more of a yarn than a washing machine--instead of everything going around and around, it seems as though things just get worse as the plot thickens. Wonderful ending, very positive. I never read the Elmore Leonard book, but it can't be much different from the film because it FEELS like I'm watching an Elmore Leonard movie.",1
"Why Panic never got a good theatrical release is easily seen: it's much too smart, and audiences would have probably had a difficult time with it, comparing it to American Beauty in its probing of a midlife crisis, and Sopranos and Analyze This in it's study of illegal goings-on amidst family life. Though Panic may seem to derive from unoriginal material, Brommel's lifelike characters coupled with deft dialogue and observant direction make the film a realistic look at the undoing of a middle aged man.William H. Macy stars as Alex, a hitman who works for his father's (Sutherland) contract-killing business. He leads a double life, with his wife (Ullman) and son unaware of his real trade. In his middle-age, he becomes increasingly disgusted with what he has done all his life. Under his calm, collected facade stirs repressed resentment for his father's controlling grasp on his life. When he meets a young woman(Campbell) he feels invigored and decides it's time to quit the family business.The fact that writer/director Henry Brommel decided to make the profession his main character was trying to break away from contract-killing is disposable. He could have easily substituted it with any undesirable profession; his characters are so well-developed and believable, scenes handled so smoothly and realisticly and dialogue written so insightfully and naturally that the focus falls on Macy's conflicted character rather than his job as a hitman. Brommel's script feels like a Shakespearean tragedy, with a definite theme of destiny running throughout.In Alex, Macy creates a tragic, easily sympathetic character, and turns in yet another brooding, great performance, as can always be expected. Donald Sutherland is also effectively abrasive and abusive as his overbearing father, and Ullman's dramatic turn as Macy's wife is a welcome change for the comedian. Consider a scene in a bicycle shop, where her mood subtly darkens and peaks in an affecting scene of emotional confusion.Henry Brommel's first feature, Panic is a film that is well-crafted in its sincerity. With a first-rate cast, a plausible script, terse dialogue, and nice direction, this character-study is hopefully just a taste of Brommel's aptness for creating characters that seem real. 8 out of 10",1
"This documentary about the life and comedy of Bill Hicks features bits from Hicks' ""Revelations"" and other stand-up gigs. It also features interviews with fellow comedians and people in the industry who knew him, as well as reporters and journalists who talk about how his political commentary was raw and brutal.I enjoyed it very much. I had already seen ""Revelations"" but the comedy clips were still refreshing. It's a nice balance of comedy and documentary that will explain Hicks' popularity to non-fans and please those who are already familiar with him.I rated it a ten.",1
"Gorgeous Barbara Bach plays Jennifer Fast, a television reporter who travels with her crew (Karen Lamm and Lois Young) to Solvang, California, to cover a Danish festival. The problem is that their accommodations have fallen through and all hotels in town are full. So they travel out of town to a remote location and take advantage of the hospitality of the seemingly friendly Ernest Keller (a phenomenal Sydney Lassick). Wouldn't you know it, Ernest and meek partner Virginia (Lelia Goldoni) are hiding a big secret in their cellar: pitiable, deformed, diaper-clad ""Junior"" (Stephen Furst, in a remarkable performance) who ultimately terrorizes the girls.A deliciously unhinged Lassick plays the true monster in this disturbing little horror movie. It builds slowly but surely to an intense confrontation / climax, delivering the horror in small doses until the final half hour. The hotel and the foreboding cellar - large echoes of ""Psycho"" here - are great settings. Most of all, the perverse plot involves incest and patricide, allowing the movie to take on a truly dark quality. And yet it also becomes poignant as we realize Junior is no one-dimensionally evil bogeyman but as much a victim as the girls. The final shot is especially sad.""The Unseen"" is a solid little horror flick worthy of discovery.8/10",1
"When I was 8 years old, and going through my Marx Brothers phase, my father read in the TV Guide that they were showing the Marx Brothers film, ""The Big Store"" late on Friday night, and set the VCR to tape it for me. When I woke up on Saturday -- due no doubt to a misprint in the TV guide -- my father and I discovered ""The Story of Mankind"" had been recorded instead.""The Big Store"" was probably one of the least funny of all the Marx Brothers movies and nevertheless it stands as one of the century's finest works of cinema when compared with ""The Story of Mankind."" I can almost justify TV Guide's error, in that the Marx Brothers -- Groucho, Chico, and Harpo -- appear in both movies. Although in ""The Story of Mankind,"" they are divided up into a series of unrelated scenes: Groucho plays Peter Minuit, Chico plays some guy talking to Christopher Columbus, and Harpo plays Isaac Newton????? Harpo's scene lasts about half a minute; Chico only has two or three lines; Groucho's scene is at least funny, but horribly racially insensitive by today's standards. The rest of the movie doesn't bear mentioning. They trotted out some of the finest actors of the day, and made them recite total garbage. What a disappointment.TV Guide, I sent you a nice letter, I'm still waiting for an apology.For the record: ""The Big Store"" has a wonderful bit of physical comedy with the Marx Brothers on roller skates, and a couple of songs by Virginia O'Brien. I was really looking forward to seeing it.",0
"This Raggedy Ann and Andy Movie is so adorable. We love watching Ann and Andy sing and dance, along with the camel with the wrinkled knees. This movie is what made the Camel with the Wrinkled Knees so popular, singing his song, ""I'm nobodies I Love You"". If you love Raggedy Ann and Andy Watch the movie and you will see why it's a movie the kids love, and adults!",1
"It wasn't until I saw Sidney Pollack in the picture that I ever connected him to this film. This is his worst possible movie. Absolute dreck. The dialog is wooden and unbelievable, the plot is unbelievable.Kristen Scott Thomas is wasted in this movie. There is nothing about her character that makes you even want to believe in this story.Harrison Ford is like on Valium. There is no life in his eyes.I blame Sidney Pollack for the failure of this movie. The script is awful, and he is too smart to not see that. So it smacks of some kind of payoff, whether of a studio obligation or something else, but this is just BLOODY ROTTEN!",0
"The biggest reason I had to see this movie was that it stars Susan Swift, an outstanding and all-too-underappreciated actress. Time travel movies usually don't interest me and neither do movies about witchcraft, but this movie was fascinating and creepy. It didn't rely on outrageous special effects and it didn't focus so heavily on the time travel that the viewer gets lost and confused. This was a really creative movie kept simple and focused with great acting by all.",1
"Although at first glance this movie looks like the story of your parent's high school life (and many people will try to tell you that this movie is WAY outdated)... and I admit that that was MY first impression.... but honestly,the 'lessons' that are learned by the heroes/heroines are def. NOT outdated. Who doesn't want to be famous? And who doesn't want do be accepted my their peers? And the homosexual guy-isn't there a whole controversy today about gay marriage, blah, blah? This movie, though released in the 80's still addresses some of the biggest issues in today's world. This movie does have a little too much profanity and nudity for my taste, though. (thus the 8/10 rating)",1
"i watched this movie 10 years ago. and have watched it on video an average of once a year since. it's the type of movie that's timeless, because the themes are universal, yet the stories and conversation are so personal. it's also one of the very few movies that capture you from frame one til the credits roll, despite the fact that there are, really, just two (very involving) characters. this owes a lot to the engaging acting by hawke and delpy, who make us believe that they are actually jesse and celine. this is also the first movie i saw that mentioned reality TV, and now, the phenomenon is rampant! i love the way this movie just envelops the audience in its space, and makes you think, however jaded you may be, that you are one of those characters. it also made me want to ride the train around Europe! i have not met anyone who has not been able to relate to this movie. maybe that speaks about myself, my friends, or just the sheer genius of this movie.",1
"This movie was not very good in my opinion. While not a complete waste of an hour and a half (luckily I didn't have to pay $ for it), it just wasn't very scary. There were parts where I jumped and a few minimally violent/gory scenes, but overall only someone easily frightened would consider this movie scary.The overall writing and acting were very weak. The characters never evolved or grew as people. Even at the end, the lead guy, whatever his name was, didn't man up and had to be rescued from the fire at the last minute. The plot also had inconsistencies. The police officer who was killed was NOT murdered in the same way he died in the game. The girl October mentioned that in order to kill the evil demon lady you had to read something from the correct text. Funny how they never bothered to do that and still managed to escape. The Malcolm-in-the-Middle kid died in the game but didn't die ""in real life."" Also, making the game play by itself was very weak writing. It would have been okay for the brother's death, just to get them playing again. But you are supposed to play a video game and stay alive and 3 people die before you play again...why do you even need the game? If you like movies like the Ring and thing its scary and fun, watch this movie. If you know someone like that you can watch it with at laugh at, do it. If you like ""horror"" movies that make you laugh out loud and you have the opportunity to watch this movie for free, do it. Otherwise, stay far far away.",0
